Código ,Descripción ,Rule,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
61690,"SURGERY OF INTRACRANIAL ARTERIOVENOUS MALFORMATION; DURAL, SIMPLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61692,"SURGERY OF INTRACRANIAL ARTERIOVENOUS MALFORMATION; DURAL, COMPLEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61697,"SURGERY OF COMPLEX INTRACRANIAL ANEURYSM, INTRACRANIAL APPROACH; CAROTID CIRCULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61698,"SURGERY OF COMPLEX INTRACRANIAL ANEURYSM, INTRACRANIAL APPROACH; VERTEBROBASILAR CIRCULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61700,"SURGERY OF SIMPLE INTRACRANIAL ANEURYSM, INTRACRANIAL APPROACH; CAROTID CIRCULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61702,"SURGERY OF SIMPLE INTRACRANIAL ANEURYSM, INTRACRANIAL APPROACH; VERTEBROBASILAR CIRCULATION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61703,"SURGERY OF INTRACRANIAL ANEURYSM, CERVICAL APPROACH BY APPLICATION OF OCCLUDING CLAMP TO CERVICAL CAROTID ARTERY (SELVERSTONE-CRUTCHFIELD TYPE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61705,"SURGERY OF ANEURYSM, VASCULAR MALFORMATION OR CAROTID-CAVERNOUS FISTULA; BY INTRACRANIAL AND CERVICAL OCCLUSION OF CAROTID ARTERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61708,"SURGERY OF ANEURYSM, VASCULAR MALFORMATION OR CAROTID-CAVERNOUS FISTULA; BY INTRACRANIAL ELECTROTHROMBOSIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61710,"SURGERY OF ANEURYSM, VASCULAR MALFORMATION OR CAROTID-CAVERNOUS FISTULA; BY INTRA-ARTERIAL EMBOLIZATION, INJECTION PROCEDURE, OR BALLOON CATHETER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61711,"ANASTOMOSIS, ARTERIAL, EXTRACRANIAL-INTRACRANIAL (EG, MIDDLE CEREBRAL/CORTICAL) ARTERIES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61720,"CREATION OF LESION BY STEREOTACTIC METHOD, INCLUDING BURR HOLE(S) AND LOCALIZING AND RECORDING TECHNIQUES, SINGLE OR MULTIPLE STAGES; GLOBUS PALLIDUS OR THALAMUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61735,"CREATION OF LESION BY STEREOTACTIC METHOD, INCLUDING BURR HOLE(S) AND LOCALIZING AND RECORDING TECHNIQUES, SINGLE OR MULTIPLE STAGES; SUBCORTICAL STRUCTURE(S) OTHER THAN GLOBUS PALLIDUS OR THALAMUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61750,"STEREOTACTIC BIOPSY, ASPIRATION, OR EXCISION, INCLUDING BURR HOLE(S), FOR INTRACRANIAL LESION;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61751,"STEREOTACTIC BIOPSY, ASPIRATION, OR EXCISION, INCLUDING BURR HOLE(S), FOR INTRACRANIAL LESION; WITH COMPUTED TOMOGRAPHY AND/OR MAGNETIC RESONANCE GUIDANCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61760,STEREOTACTIC IMPLANTATION OF DEPTH ELECTRODES INTO THE CEREBRUM FOR LONG-TERM SEIZURE MONITORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61770,"STEREOTACTIC LOCALIZATION, INCLUDING BURR HOLE(S), WITH INSERTION OF CATHETER(S) OR PROBE(S) FOR PLACEMENT OF RADIATION SOURCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61781,"STEREOTACTIC COMPUTER-ASSISTED (NAVIGATIONAL) PROCEDURE; CRANIAL, INTRADURAL (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61782,"STEREOTACTIC COMPUTER-ASSISTED (NAVIGATIONAL) PROCEDURE; CRANIAL, EXTRADURAL (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61783,STEREOTACTIC COMPUTER-ASSISTED (NAVIGATIONAL) PROCEDURE; SPINAL (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61790,"CREATION OF LESION BY STEREOTACTIC METHOD, PERCUTANEOUS, BY NEUROLYTIC AGENT (EG, ALCOHOL, THERMAL, ELECTRICAL, RADIOFREQUENCY); GASSERIAN GANGLION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61791,"CREATION OF LESION BY STEREOTACTIC METHOD, PERCUTANEOUS, BY NEUROLYTIC AGENT (EG, ALCOHOL, THERMAL, ELECTRICAL, RADIOFREQUENCY); TRIGEMINAL MEDULLARY TRACT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61796,"STEREOTACTIC RADIOSURGERY (PARTICLE BEAM, GAMMA RAY, OR LINEAR ACCELERATOR); 1 SIMPLE CRANIAL LESION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61797,"STEREOTACTIC RADIOSURGERY (PARTICLE BEAM, GAMMA RAY, OR LINEAR ACCELERATOR); EACH ADDITIONAL CRANIAL LESION, SIMPLE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61798,"STEREOTACTIC RADIOSURGERY (PARTICLE BEAM, GAMMA RAY, OR LINEAR ACCELERATOR); 1 COMPLEX CRANIAL LESION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61799,"STEREOTACTIC RADIOSURGERY (PARTICLE BEAM, GAMMA RAY, OR LINEAR ACCELERATOR); EACH ADDITIONAL CRANIAL LESION, COMPLEX (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61800,APPLICATION OF STEREOTACTIC HEADFRAME FOR STEREOTACTIC RADIOSURGERY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61850,"TWIST DRILL OR BURR HOLE(S) FOR IMPLANTATION OF NEUROSTIMULATOR ELECTRODES, CORTICAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61860,"CRANIECTOMY OR CRANIOTOMY FOR IMPLANTATION OF NEUROSTIMULATOR ELECTRODES, CEREBRAL, CORTICAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61863,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR CRANIECTOMY WITH STEREOTACTIC IMPLANTATION OF NEUROSTIMULATOR ELECTRODE ARRAY IN SUBCORTICAL SITE (EG, THALAMUS, GLOBUS PALLIDUS, SUBTHALAMIC NUCLEUS, PERIVENTRICULAR, PERIAQUEDUCTAL GRAY), WITHOUT USE OF INTRAOPERATIVE MICROELECTRODE RECORDING; FIRST ARRAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61864,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR CRANIECTOMY WITH STEREOTACTIC IMPLANTATION OF NEUROSTIMULATOR ELECTRODE ARRAY IN SUBCORTICAL SITE (EG, THALAMUS, GLOBUS PALLIDUS, SUBTHALAMIC NUCLEUS, PERIVENTRICULAR, PERIAQUEDUCTAL GRAY), WITHOUT USE OF INTRAOPERATIVE MICROELECTRODE RECORDING; EACH ADDITIONAL ARRAY (LIST SEPARATELY IN ADDITION TO PRIMARY PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61867,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR CRANIECTOMY WITH STEREOTACTIC IMPLANTATION OF NEUROSTIMULATOR ELECTRODE ARRAY IN SUBCORTICAL SITE (EG, THALAMUS, GLOBUS PALLIDUS, SUBTHALAMIC NUCLEUS, PERIVENTRICULAR, PERIAQUEDUCTAL GRAY), WITH USE OF INTRAOPERATIVE MICROELECTRODE RECORDING; FIRST ARRAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61868,"TWIST DRILL, BURR HOLE, CRANIOTOMY, OR CRANIECTOMY WITH STEREOTACTIC IMPLANTATION OF NEUROSTIMULATOR ELECTRODE ARRAY IN SUBCORTICAL SITE (EG, THALAMUS, GLOBUS PALLIDUS, SUBTHALAMIC NUCLEUS, PERIVENTRICULAR, PERIAQUEDUCTAL GRAY), WITH USE OF INTRAOPERATIVE MICROELECTRODE RECORDING; EACH ADDITIONAL ARRAY (LIST SEPARATELY IN ADDITION TO PRIMARY PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61870,"CRANIECTOMY FOR IMPLANTATION OF NEUROSTIMULATOR ELECTRODES, CEREBELLAR, CORTICAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61880,REVISION OR REMOVAL OF INTRACRANIAL NEUROSTIMULATOR ELECTRODES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61885,"INSERTION OR REPLACEMENT OF CRANIAL NEUROSTIMULATOR PULSE GENERATOR OR RECEIVER, DIRECT OR INDUCTIVE COUPLING; WITH CONNECTION TO A SINGLE ELECTRODE ARRAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61886,"INSERTION OR REPLACEMENT OF CRANIAL NEUROSTIMULATOR PULSE GENERATOR OR RECEIVER, DIRECT OR INDUCTIVE COUPLING; WITH CONNECTION TO 2 OR MORE ELECTRODE ARRAYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61888,REVISION OR REMOVAL OF CRANIAL NEUROSTIMULATOR PULSE GENERATOR OR RECEIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62000,"ELEVATION OF DEPRESSED SKULL FRACTURE; SIMPLE, EXTRADURAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62005,"ELEVATION OF DEPRESSED SKULL FRACTURE; COMPOUND OR COMMINUTED, EXTRADURAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62010,ELEVATION OF DEPRESSED SKULL FRACTURE; WITH REPAIR OF DURA AND/OR DEBRIDEMENT OF BRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62100,"CRANIOTOMY FOR REPAIR OF DURAL/CEREBROSPINAL FLUID LEAK, INCLUDING SURGERY FOR RHINORRHEA/OTORRHEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62115,"REDUCTION OF CRANIOMEGALIC SKULL (EG, TREATED HYDROCEPHALUS); NOT REQUIRING BONE GRAFTS OR CRANIOPLASTY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62117,"REDUCTION OF CRANIOMEGALIC SKULL (EG, TREATED HYDROCEPHALUS); REQUIRING CRANIOTOMY AND RECONSTRUCTION WITH OR WITHOUT BONE GRAFT (INCLUDES OBTAINING GRAFTS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62120,"REPAIR OF ENCEPHALOCELE, SKULL VAULT, INCLUDING CRANIOPLASTY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62121,"CRANIOTOMY FOR REPAIR OF ENCEPHALOCELE, SKULL BASE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62140,CRANIOPLASTY FOR SKULL DEFECT; UP TO 5 CM DIAMETER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62141,CRANIOPLASTY FOR SKULL DEFECT; LARGER THAN 5 CM DIAMETER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62142,REMOVAL OF BONE FLAP OR PROSTHETIC PLATE OF SKULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62143,REPLACEMENT OF BONE FLAP OR PROSTHETIC PLATE OF SKULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62145,CRANIOPLASTY FOR SKULL DEFECT WITH REPARATIVE BRAIN SURGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62146,CRANIOPLASTY WITH AUTOGRAFT (INCLUDES OBTAINING BONE GRAFTS); UP TO 5 CM DIAMETER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62147,CRANIOPLASTY WITH AUTOGRAFT (INCLUDES OBTAINING BONE GRAFTS); LARGER THAN 5 CM DIAMETER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62148,INCISION AND RETRIEVAL OF SUBCUTANEOUS CRANIAL BONE GRAFT FOR CRANIOPLASTY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62160,"NEUROENDOSCOPY, INTRACRANIAL, FOR PLACEMENT OR REPLACEMENT OF VENTRICULAR CATHETER AND ATTACHMENT TO SHUNT SYSTEM OR EXTERNAL DRAINAGE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62161,"NEUROENDOSCOPY, INTRACRANIAL; WITH DISSECTION OF ADHESIONS, FENESTRATION OF SEPTUM PELLUCIDUM OR INTRAVENTRICULAR CYSTS (INCLUDING PLACEMENT, REPLACEMENT, OR REMOVAL OF VENTRICULAR CATHETER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62162,"NEUROENDOSCOPY, INTRACRANIAL; WITH FENESTRATION OR EXCISION OF COLLOID CYST, INCLUDING PLACEMENT OF EXTERNAL VENTRICULAR CATHETER FOR DRAINAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62163,"NEUROENDOSCOPY, INTRACRANIAL; WITH RETRIEVAL OF FOREIGN BODY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62164,"NEUROENDOSCOPY, INTRACRANIAL; WITH EXCISION OF BRAIN TUMOR, INCLUDING PLACEMENT OF EXTERNAL VENTRICULAR CATHETER FOR DRAINAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62165,"NEUROENDOSCOPY, INTRACRANIAL; WITH EXCISION OF PITUITARY TUMOR, TRANSNASAL OR TRANS-SPHENOIDAL APPROACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62180,VENTRICULOCISTERNOSTOMY (TORKILDSEN TYPE OPERATION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62190,"CREATION OF SHUNT; SUBARACHNOID/SUBDURAL-ATRIAL, -JUGULAR, -AURICULAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62192,"CREATION OF SHUNT; SUBARACHNOID/SUBDURAL-PERITONEAL, -PLEURAL, OTHER TERMINUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62194,"REPLACEMENT OR IRRIGATION, SUBARACHNOID/SUBDURAL CATHETER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62200,"VENTRICULOCISTERNOSTOMY, THIRD VENTRICLE;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62201,"VENTRICULOCISTERNOSTOMY, THIRD VENTRICLE; STEREOTACTIC, NEUROENDOSCOPIC METHOD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62220,"CREATION OF SHUNT; VENTRICULO-ATRIAL, -JUGULAR, -AURICULAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62223,"CREATION OF SHUNT; VENTRICULO-PERITONEAL, -PLEURAL, OTHER TERMINUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62225,"REPLACEMENT OR IRRIGATION, VENTRICULAR CATHETER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62230,"REPLACEMENT OR REVISION OF CEREBROSPINAL FLUID SHUNT, OBSTRUCTED VALVE, OR DISTAL CATHETER IN SHUNT SYSTEM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62252,REPROGRAMMING OF PROGRAMMABLE CEREBROSPINAL SHUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62256,REMOVAL OF COMPLETE CEREBROSPINAL FLUID SHUNT SYSTEM; WITHOUT REPLACEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62258,REMOVAL OF COMPLETE CEREBROSPINAL FLUID SHUNT SYSTEM; WITH REPLACEMENT BY SIMILAR OR OTHER SHUNT AT SAME OPERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62263,"PERCUTANEOUS LYSIS OF EPIDURAL ADHESIONS USING SOLUTION INJECTION (EG, HYPERTONIC SALINE, ENZYME) OR MECHANICAL MEANS (EG, CATHETER) INCLUDING RADIOLOGIC LOCALIZATION (INCLUDES CONTRAST WHEN ADMINISTERED), MULTIPLE ADHESIOLYSIS SESSIONS; 2 OR MORE DAYS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62264,"PERCUTANEOUS LYSIS OF EPIDURAL ADHESIONS USING SOLUTION INJECTION (EG, HYPERTONIC SALINE, ENZYME) OR MECHANICAL MEANS (EG, CATHETER) INCLUDING RADIOLOGIC LOCALIZATION (INCLUDES CONTRAST WHEN ADMINISTERED), MULTIPLE ADHESIOLYSIS SESSIONS; 1 DAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62267,"PERCUTANEOUS ASPIRATION WITHIN THE NUCLEUS PULPOSUS, INTERVERTEBRAL DISC, OR PARAVERTEBRAL TISSUE FOR DIAGNOSTIC PURPOSES",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62268,"PERCUTANEOUS ASPIRATION, SPINAL CORD CYST OR SYRINX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269,"BIOPSY OF SPINAL CORD, PERCUTANEOUS NEEDLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62270,"SPINAL PUNCTURE, LUMBAR, DIAGNOSTIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62272,"SPINAL PUNCTURE, THERAPEUTIC, FOR DRAINAGE OF CEREBROSPINAL FLUID (BY NEEDLE OR CATHETER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62273,"INJECTION, EPIDURAL, OF BLOOD OR CLOT PATCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62280,"INJECTION/INFUSION OF NEUROLYTIC SUBSTANCE (EG, ALCOHOL, PHENOL, ICED SALINE SOLUTIONS), WITH OR WITHOUT OTHER THERAPEUTIC SUBSTANCE; SUBARACHNOID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62281,"INJECTION/INFUSION OF NEUROLYTIC SUBSTANCE (EG, ALCOHOL, PHENOL, ICED SALINE SOLUTIONS), WITH OR WITHOUT OTHER THERAPEUTIC SUBSTANCE; EPIDURAL, CERVICAL OR THORACIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62282,"INJECTION/INFUSION OF NEUROLYTIC SUBSTANCE (EG, ALCOHOL, PHENOL, ICED SALINE SOLUTIONS), WITH OR WITHOUT OTHER THERAPEUTIC SUBSTANCE; EPIDURAL, LUMBAR, SACRAL (CAUDAL)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62284,"INJECTION PROCEDURE FOR MYELOGRAPHY AND/OR COMPUTED TOMOGRAPHY, LUMBAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62287,"DECOMPRESSION PROCEDURE, PERCUTANEOUS, OF NUCLEUS PULPOSUS OF INTERVERTEBRAL DISC, ANY METHOD UTILIZING NEEDLE BASED TECHNIQUE TO REMOVE DISC MATERIAL UNDER FLUOROSCOPIC IMAGING OR OTHER FORM OF INDIRECT VISUALIZATION, WITH DISCOGRAPHY AND/OR EPIDURAL INJECTION(S) AT THE TREATED LEVEL(S), WHEN PERFORMED, SINGLE OR MULTIPLE LEVELS, LUMBAR",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62290,"INJECTION PROCEDURE FOR DISCOGRAPHY, EACH LEVEL; LUMBAR",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62291,"INJECTION PROCEDURE FOR DISCOGRAPHY, EACH LEVEL; CERVICAL OR THORACIC",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62292,"INJECTION PROCEDURE FOR CHEMONUCLEOLYSIS, INCLUDING DISCOGRAPHY, INTERVERTEBRAL DISC, SINGLE OR MULTIPLE LEVELS, LUMBAR",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62294,"INJECTION PROCEDURE, ARTERIAL, FOR OCCLUSION OF ARTERIOVENOUS MALFORMATION, SPINAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62302,"MYELOGRAPHY VIA LUMBAR INJECTION, INCLUDING RADIOLOGICAL SUPERVISION AND INTERPRETATION; CERVICAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62303,"MYELOGRAPHY VIA LUMBAR INJECTION, INCLUDING RADIOLOGICAL SUPERVISION AND INTERPRETATION; THORACIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62304,"MYELOGRAPHY VIA LUMBAR INJECTION, INCLUDING RADIOLOGICAL SUPERVISION AND INTERPRETATION; LUMBOSACRAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62305,"MYELOGRAPHY VIA LUMBAR INJECTION, INCLUDING RADIOLOGICAL SUPERVISION AND INTERPRETATION; 2 OR MORE REGIONS (EG, LUMBAR/THORACIC, CERVICAL/THORACIC, LUMBAR/CERVICAL, LUMBAR/THORACIC/CERVICAL)",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62320,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC SUBSTANCE(S) (EG, ANESTHETIC, ANTISPASMODIC, OPIOID, STEROID, OTHER SOLUTION), NOT INCLUDING NEUROLYTIC SUBSTANCES, INCLUDING NEEDLE OR CATHETER PLACEMENT, INTERLAMINAR EPIDURAL OR SUBARACHNOID, CERVICAL OR THORACIC; WITHOUT IMAGING GUIDANCE",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62321,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC SUBSTANCE(S) (EG, ANESTHETIC, ANTISPASMODIC, OPIOID, STEROID, OTHER SOLUTION), NOT INCLUDING NEUROLYTIC SUBSTANCES, INCLUDING NEEDLE OR CATHETER PLACEMENT, INTERLAMINAR EPIDURAL OR SUBARACHNOID, CERVICAL OR THORACIC; WITH IMAGING GUIDANCE (IE, FLUOROSCOPY OR CT)",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62322,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC SUBSTANCE(S) (EG, ANESTHETIC, ANTISPASMODIC, OPIOID, STEROID, OTHER SOLUTION), NOT INCLUDING NEUROLYTIC SUBSTANCES, INCLUDING NEEDLE OR CATHETER PLACEMENT, INTERLAMINAR EPIDURAL OR SUBARACHNOID, LUMBAR OR SACRAL (CAUDAL); WITHOUT IMAGING GUIDANCE",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62323,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC SUBSTANCE(S) (EG, ANESTHETIC, ANTISPASMODIC, OPIOID, STEROID, OTHER SOLUTION), NOT INCLUDING NEUROLYTIC SUBSTANCES, INCLUDING NEEDLE OR CATHETER PLACEMENT, INTERLAMINAR EPIDURAL OR SUBARACHNOID, LUMBAR OR SACRAL (CAUDAL); WITH IMAGING GUIDANCE (IE, FLUOROSCOPY OR CT)",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
62324,"INJECTION(S), INCLUDING INDWELLING CATHETER PLACEMENT, CONTINUOUS INFUSION OR INTERMITTENT BOLUS, OF DIAGNOSTIC OR THERAPEUTIC SUBSTANCE(S) (EG, ANESTHETIC, ANTISPASMODIC, OPIOID, STEROID, OTHER SOLUTION), NOT INCLUDING NEUROLYTIC SUBSTANCES, INTERLAMINAR EPIDURAL OR SUBARACHNOID, CERVICAL OR THORACIC; WITHOUT IMAGING GUIDANCE",19,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
